SystemName,SNAKE VALLEY
StationName,FOOTE RESERVOIR SPRING
Units,Mean daily discharge in CFS
DateStart,2014
DateEnd,2024
Date,Flow
01/01/2014,2.9454390126
01/02/2014,2.9454390126
01/03/2014,2.955618047861
01/04/2014,2.9454390126
01/05/2014,2.9454390126
01/06/2014,2.9454390126
01/07/2014,2.9454390126
01/08/2014,2.9454390126
01/09/2014,2.9454390126
01/10/2014,2.9454390126
01/11/2014,2.9454390126
01/12/2014,2.932233466332
01/13/2014,2.910025527991
01/14/2014,2.902093991655
01/15/2014,2.921382558855
01/16/2014,2.943037717949
01/17/2014,2.929264335187
01/18/2014,2.910859721134
01/19/2014,2.9016345038
01/20/2014,2.841392566895
01/21/2014,2.875226183492
01/22/2014,2.901360952166
01/23/2014,2.879979613062
01/24/2014,2.880388979686
01/25/2014,2.9016345038
01/26/2014,2.9016345038
01/27/2014,2.899887164912
01/28/2014,2.9016345038
01/29/2014,2.9016345038
01/30/2014,2.951568055952
01/31/2014,2.913198281473
02/01/2014,2.9016345038
02/02/2014,2.900470018956
02/03/2014,2.9016345038
02/04/2014,2.9016345038
02/05/2014,2.9016345038
02/06/2014,2.9016345038
02/07/2014,2.9016345038
02/08/2014,2.9016345038
02/09/2014,2.9016345038
02/12/2014,2.9016345038
03/06/2014,2.837522633992
03/07/2014,2.90699806715
03/08/2014,2.896834250055
03/09/2014,2.905470774488
03/10/2014,2.929113840355
03/11/2014,2.945363728594
03/12/2014,2.932877304746
03/13/2014,2.982537303763
03/14/2014,2.977570772028
03/15/2014,2.939807582791
03/16/2014,2.958653362593
03/17/2014,2.944754434788
03/18/2014,2.964097767304
03/19/2014,2.957345085671
03/20/2014,2.977751677836
03/22/2014,2.935388765454
03/23/2014,2.95673932431
03/24/2014,2.979431282148
03/27/2014,2.974299480593
03/28/2014,2.971729377197
03/29/2014,2.987381765252
03/30/2014,2.972939992632
03/31/2014,3.002052615
04/01/2014,3.012766355907
04/02/2014,2.982565089671
04/03/2014,2.9893437671
04/04/2014,3.015027086188
04/05/2014,3.00926148032
04/06/2014,2.98740594494
04/07/2014,2.998835037437
04/08/2014,3.015432031893
04/09/2014,3.030542209967
04/10/2014,3.058352565841
04/11/2014,3.085269179532
04/12/2014,3.096569743122
04/13/2014,3.085803825214
04/14/2014,3.084054987227
04/15/2014,2.628107038098
04/16/2014,1.081502842319
04/17/2014,1.045105242763
04/18/2014,1.012172739706
04/19/2014,0.9589160865077
04/20/2014,0.921449471249
04/21/2014,0.9346076478158
04/22/2014,1.206668284965
04/23/2014,2.408356904482
04/24/2014,1.032010550401
04/25/2014,1.042597521602
04/26/2014,1.037863399435
04/27/2014,0.9664926917294
04/28/2014,0.9606984853511
05/01/2014,1.014957888502
05/02/2014,0.989805179262
05/03/2014,1.004360078156
05/04/2014,1.051725851397
05/05/2014,1.051534650215
05/07/2014,1.030646627472
05/08/2014,1.044350521109
05/09/2014,1.061203481693
05/10/2014,1.015970663453
05/11/2014,0.9903506008488
05/12/2014,1.017803095009
05/13/2014,1.042954410609
05/14/2014,1.320794737389
05/15/2014,1.119902172331
05/16/2014,1.098391465505
05/17/2014,1.099103828574
05/18/2014,1.079508546391
05/19/2014,1.087731879496
05/20/2014,1.052588429851
05/21/2014,1.088423085867
05/22/2014,1.138145853165
05/27/2014,2.901912017745
05/28/2014,2.891427421119
05/29/2014,2.90142218746
05/30/2014,2.906115900825
05/31/2014,2.927609113301
06/01/2014,2.938439480949
06/02/2014,2.944521960776
06/03/2014,2.945209909521
06/04/2014,2.704839416911
06/05/2014,1.146871730543
06/06/2014,1.09438089403
06/07/2014,1.06790499149
06/08/2014,1.072152912764
06/09/2014,1.064013347802
06/10/2014,1.094072129936
06/11/2014,1.009805990267
06/12/2014,1.02782808935
06/13/2014,1.054189277438
06/14/2014,1.026606313074
06/15/2014,1.054109776048
06/16/2014,1.061136675102
06/17/2014,1.036658998427
06/18/2014,1.05261969065
06/19/2014,1.013841506267
06/20/2014,1.048507052949
06/21/2014,1.004742641004
06/22/2014,1.040067651216
06/23/2014,0.9900334692558
06/24/2014,1.021714697402
06/25/2014,0.9850512917018
06/26/2014,1.024224006019
06/27/2014,1.780279116147
06/29/2014,2.8149284121
06/30/2014,2.8149284121
07/01/2014,2.819642438792
07/02/2014,2.8582309778
07/03/2014,2.8582309778
07/05/2014,2.8582309778
07/06/2014,2.8582309778
07/07/2014,2.861461219253
07/09/2014,2.8582309778
07/10/2014,2.245453104396
07/11/2014,1.211902489151
07/12/2014,1.168941802525
07/13/2014,1.1475561202
07/14/2014,1.173494760567
07/15/2014,1.165064721262
07/16/2014,1.130176861371
07/17/2014,1.160821690178
07/18/2014,2.014516244678
07/19/2014,2.8149284121
07/21/2014,0.967725539729
07/22/2014,0.9107398555145
07/23/2014,0.9417495878619
07/24/2014,0.9509209290114
07/25/2014,0.9627202054254
07/26/2014,0.9650187532081
07/27/2014,1.001403019165
07/28/2014,0.9876711467183
07/29/2014,1.07969883684
07/31/2014,1.126536619547
08/01/2014,2.439167524152
08/03/2014,2.787976625324
08/04/2014,2.81570955965
08/05/2014,2.814450098795
08/06/2014,2.826118962787
08/07/2014,2.848055444543
08/08/2014,2.865399365021
08/09/2014,2.907040993327
08/11/2014,3.009982989242
08/12/2014,3.079083050556
08/13/2014,3.131654895684
08/14/2014,3.129576639751
08/15/2014,3.11998887353
08/16/2014,3.112451418448
08/17/2014,3.196780571766
08/18/2014,2.866729002756
08/19/2014,0.9786035662508
08/20/2014,0.9624726975817
08/21/2014,0.9355532061297
08/22/2014,0.9492508083272
08/23/2014,1.046450665689
08/24/2014,1.099742309867
08/25/2014,1.105458675953
08/26/2014,1.05761386114
08/27/2014,1.189706951399
08/28/2014,1.157569070262
08/29/2014,1.19348052467
08/30/2014,1.010030140719
08/31/2014,1.065868547009
09/01/2014,1.12029813159
09/02/2014,1.140111461189
09/03/2014,0.6763617971414
09/04/2014,0.1933645429393
09/06/2014,0.2036199288135
09/07/2014,0.2301531561929
09/08/2014,0.2139380758989
09/09/2014,0.4503828050968
09/11/2014,1.184854696019
09/12/2014,1.095018629948
09/13/2014,1.134693245163
09/15/2014,1.10110100896
09/16/2014,1.595173904691
09/17/2014,1.027632271108
09/18/2014,1.890274545682
09/19/2014,2.883067836076
09/20/2014,2.918086137153
09/21/2014,2.975617999572
09/22/2014,2.976855077434
09/23/2014,2.990394257186
09/24/2014,3.017459101325
09/25/2014,3.008848896221
09/26/2014,2.990720338599
09/27/2014,3.023495095399
09/28/2014,2.934962030743
09/29/2014,2.943799151501
09/30/2014,2.961857698679
10/01/2014,2.979777447806
10/02/2014,2.955073352114
10/03/2014,2.98952243211
10/04/2014,3.028222842483
10/05/2014,3.049211769837
10/06/2014,3.056231329142
10/07/2014,3.072127648362
10/08/2014,3.062878905798
10/09/2014,3.070333227232
10/10/2014,3.071948759507
10/11/2014,3.064388542467
10/12/2014,3.052279681044
10/13/2014,3.077161048871
10/14/2014,3.101712776399
10/15/2014,3.108596154387
10/16/2014,3.09352003853
10/17/2014,3.144069926999
10/18/2014,3.191064063488
10/19/2014,3.200929967469
10/20/2014,3.243359701288
10/21/2014,2.53738582138
10/22/2014,1.101383462539
10/23/2014,1.109102956419
10/24/2014,1.042206844357
10/25/2014,1.108770672331
10/26/2014,1.121881347068
10/27/2014,2.168998818571
10/28/2014,3.277237322526
10/29/2014,3.338921086945
10/30/2014,3.380697349515
10/31/2014,3.416861562477
11/01/2014,3.399207822191
11/02/2014,3.445043894284
11/03/2014,3.506426931517
11/04/2014,3.564196589075
11/05/2014,3.652851796475
11/06/2014,3.709665197849
11/07/2014,3.788018132012
11/08/2014,3.841061156183
11/09/2014,3.8714161662
11/12/2014,4.017731207057
11/13/2014,4.019866592469
11/14/2014,4.065071700283
11/15/2014,4.056485568855
11/16/2014,4.018836353465
11/17/2014,4.036875700668
11/18/2014,4.089146021138
11/19/2014,4.152520997999
11/20/2014,4.19554347471
11/21/2014,4.2374780676
11/22/2014,4.220405066339
11/23/2014,4.060498168726
11/24/2014,4.10127291066
11/25/2014,4.150906380932
11/26/2014,4.216382941855
11/27/2014,4.264482496824
11/28/2014,4.300210253509
11/29/2014,4.296626194867
11/30/2014,4.300365136608
12/01/2014,4.322685975525
12/02/2014,4.356667784042
12/03/2014,4.379022247444
12/04/2014,4.342213962052
12/05/2014,4.29567064223
12/06/2014,4.276658577727
12/07/2014,4.242940794619
12/08/2014,4.237415838146
12/09/2014,4.331429999139
12/10/2014,4.523503620013
12/11/2014,4.501909296994
12/12/2014,4.443744798937
12/13/2014,4.399281542804
12/14/2014,4.317033843726
12/15/2014,4.249178649628
12/16/2014,4.226302486605
12/17/2014,4.183030944367
12/18/2014,4.118490568556
12/19/2014,4.080892759368
12/20/2014,4.070741027837
12/21/2014,4.031867875659
12/22/2014,3.977944265043
12/23/2014,3.943389604431
12/24/2014,3.978389418669
12/25/2014,3.950578998484
12/26/2014,3.836754861355
12/27/2014,3.763039169631
12/28/2014,3.684866073184
12/29/2014,3.688296745811
12/30/2014,3.616523518208
12/31/2014,3.581085954532
01/01/2015,3.590092835228
01/02/2015,3.578240239911
01/03/2015,3.542574320111
01/04/2015,3.541748353826
01/05/2015,3.555482186486
01/06/2015,3.560943678919
01/07/2015,3.183414890818
01/08/2015,2.857915756661
01/09/2015,2.858503765324
01/10/2015,2.855909641607
01/11/2015,2.8582309778
01/12/2015,2.861842879614
01/13/2015,2.850894590479
01/14/2015,2.852908874753
01/15/2015,2.852390729596
01/16/2015,2.855688254192
01/17/2015,2.849675955783
01/18/2015,2.848412024291
01/19/2015,2.845826439614
01/20/2015,2.857427956113
01/21/2015,2.843901103395
01/22/2015,2.840963952058
01/23/2015,2.971403899244
