SystemName,SNAKE VALLEY
StationName,BIG SPRINGS CREEK ABV. DEARDEN RANCH
Units,Mean daily discharge in CFS
DateStart,2014
DateEnd,2024
Date,Flow
01/01/2014,10.79378654804
01/02/2014,10.11872808863
01/03/2014,9.931129975655
01/04/2014,9.806924696493
01/05/2014,9.355547333519
01/06/2014,9.285632976161
01/07/2014,9.442318570223
01/08/2014,9.621757400651
01/09/2014,9.530677681334
01/10/2014,9.744962805787
01/11/2014,9.686400082117
01/12/2014,9.6851595158
01/13/2014,9.526542866957
01/14/2014,9.547056851346
01/15/2014,9.521766498611
01/16/2014,9.481615013083
01/17/2014,9.50484684249
01/18/2014,9.548330542569
01/19/2014,9.737570388884
01/20/2014,9.851114573258
01/21/2014,9.57661967301
01/22/2014,9.818307992374
01/23/2014,9.865627050407
01/24/2014,9.840652542887
01/25/2014,9.936735781741
01/26/2014,10.01562598761
01/27/2014,10.06864094015
01/28/2014,10.52805270931
01/29/2014,10.74113337992
01/30/2014,11.1077511514
01/31/2014,10.97339777667
02/01/2014,10.91736786329
02/02/2014,10.59315371734
02/03/2014,10.48597533007
02/04/2014,10.78876790198
02/05/2014,10.58249729931
02/06/2014,9.959323277416
02/07/2014,10.38702941759
02/08/2014,12.22029307998
02/09/2014,13.08776231448
02/10/2014,12.31432852693
02/11/2014,11.77218876338
02/12/2014,11.55232449519
02/13/2014,11.44913303389
02/14/2014,11.30122998778
02/15/2014,11.19834799749
02/16/2014,11.16512284
02/17/2014,11.01007077487
02/18/2014,10.93092820216
02/19/2014,11.09247739684
02/20/2014,10.96053537359
02/21/2014,11.1119806874
02/22/2014,11.35788115286
02/23/2014,11.18883677928
02/24/2014,11.25678060165
02/25/2014,11.23124782915
02/26/2014,11.24682858347
02/27/2014,11.36717885362
02/28/2014,11.46588005026
03/01/2014,12.31747821757
03/02/2014,11.40003645239
03/03/2014,11.12537591788
03/04/2014,11.25031309654
03/05/2014,11.17463947484
03/06/2014,11.30872592293
03/07/2014,12.3007552491
03/08/2014,10.74265014963
03/09/2014,10.50721612258
03/10/2014,10.11234582358
03/11/2014,10.01395769122
03/12/2014,10.85175156128
03/13/2014,11.55792949839
03/14/2014,10.97547660531
03/15/2014,11.41019409893
03/16/2014,10.67452654224
03/17/2014,11.85914131128
03/18/2014,11.70057249466
03/19/2014,12.31952068336
04/02/2014,9.192419399748
04/21/2014,9.47141354857
04/22/2014,9.230103777859
04/23/2014,9.382243132759
04/24/2014,9.580474829109
04/25/2014,9.664899222196
04/26/2014,5.36139590855
04/27/2014,3.166744069032
04/28/2014,9.862136541471
04/30/2014,9.250466857196
05/01/2014,9.057015009425
05/02/2014,9.086962649766
05/03/2014,8.949494404466
05/04/2014,8.931748511817
05/05/2014,8.801064272941
05/07/2014,4.180726096089
05/08/2014,9.361124751
05/09/2014,9.543423488367
05/10/2014,8.892779608876
05/11/2014,9.158276986817
05/12/2014,4.817486797779
05/13/2014,1.201009353927
05/14/2014,1.07569165882
05/15/2014,1.059528732485
05/16/2014,0.9177992516376
05/17/2014,3.056976644048
05/18/2014,8.606879712074
05/19/2014,8.502285320636
05/20/2014,8.426427556607
05/21/2014,8.419118702485
05/22/2014,8.408741210195
05/27/2014,8.177920902204
05/28/2014,8.101854246503
05/29/2014,8.115789966926
05/30/2014,8.160433330879
05/31/2014,8.016047007933
06/01/2014,8.081317211187
06/02/2014,8.095935836751
06/03/2014,7.98055776065
06/04/2014,8.019657395523
06/05/2014,8.049037412643
06/06/2014,8.051768259243
06/07/2014,8.037602072557
06/08/2014,8.000404943983
06/09/2014,7.968344844004
06/10/2014,7.906739427209
06/11/2014,7.855633840581
06/12/2014,7.835492793599
06/13/2014,7.707739990718
06/14/2014,7.783292351327
06/15/2014,3.200643718965
06/16/2014,2.147090390598
06/17/2014,8.159029213066
06/18/2014,8.38074282686
06/19/2014,7.871719729274
06/20/2014,7.809900197301
06/21/2014,7.738805341324
06/22/2014,7.744643124731
06/23/2014,5.999546437409
06/24/2014,3.917954651682
06/25/2014,3.97244625496
06/26/2014,5.275673999858
06/27/2014,8.156372456992
06/28/2014,7.763532659748
06/29/2014,7.603140123786
06/30/2014,7.45475661816
07/01/2014,3.876099519768
07/02/2014,1.936475541555
07/03/2014,1.984186765996
07/04/2014,2.007215785898
07/05/2014,2.016269338703
07/06/2014,3.942368131194
07/07/2014,7.302197482732
07/08/2014,7.426763784534
07/09/2014,7.606129436411
07/10/2014,7.629488093395
07/11/2014,3.032586735671
07/12/2014,0.3087754860894
07/13/2014,0.3483640158008
07/14/2014,0.3706007131857
07/15/2014,1.50837771686
07/16/2014,2.823760012937
07/17/2014,7.592574860354
07/18/2014,7.694197581965
07/19/2014,7.463106016566
07/20/2014,7.321491093149
07/21/2014,7.170195733498
07/22/2014,7.281710568821
07/23/2014,7.284840490691
07/24/2014,7.231838867868
07/25/2014,3.573703429034
07/26/2014,3.350579330469
07/27/2014,7.247217264827
07/28/2014,7.700771489173
07/29/2014,7.423897810744
07/31/2014,7.394189379288
08/01/2014,7.517286369177
08/02/2014,7.441576925587
08/03/2014,8.101022184818
08/04/2014,7.653816758427
08/05/2014,7.558475857117
08/06/2014,7.520059671049
08/07/2014,7.479231775159
08/08/2014,7.445902168952
08/09/2014,8.072823295528
08/11/2014,7.532108707979
