,Station ID,Station Name,Date,Flow
0,9573,KELL SPRING,11/17/09,0.112505048
1,9573,KELL SPRING,11/18/09,0.115781959
2,9573,KELL SPRING,11/19/09,0.114748361
3,9573,KELL SPRING,11/20/09,0.115921886
4,9573,KELL SPRING,11/21/09,0.113020125
5,9573,KELL SPRING,11/22/09,0.11625404
6,9573,KELL SPRING,11/23/09,0.117092521
7,9573,KELL SPRING,11/24/09,0.118984484
8,9573,KELL SPRING,11/25/09,0.117717945
9,9573,KELL SPRING,11/26/09,0.116933771
10,9573,KELL SPRING,11/27/09,0.117298241
11,9573,KELL SPRING,11/28/09,0.114394926
12,9573,KELL SPRING,11/29/09,0.114134146
13,9573,KELL SPRING,11/30/09,0.115881868
14,9573,KELL SPRING,12/1/09,0.117103042
15,9573,KELL SPRING,12/2/09,0.115440237
16,9573,KELL SPRING,12/3/09,0.120845864
17,9573,KELL SPRING,12/4/09,0.125687183
18,9573,KELL SPRING,12/5/09,0.121889289
19,9573,KELL SPRING,12/6/09,0.122981734
20,9573,KELL SPRING,12/7/09,0.123037321
21,9573,KELL SPRING,12/8/09,0.126349848
22,9573,KELL SPRING,12/9/09,0.113987489
23,9573,KELL SPRING,12/10/09,0.127328466
24,9573,KELL SPRING,12/11/09,0.132850902
25,9573,KELL SPRING,12/12/09,0.117589636
26,9573,KELL SPRING,12/13/09,0.114482661
27,9573,KELL SPRING,12/14/09,0.11469486
28,9573,KELL SPRING,12/15/09,0.116743974
29,9573,KELL SPRING,12/16/09,0.114184362
30,9573,KELL SPRING,12/17/09,0.115739867
31,9573,KELL SPRING,12/18/09,0.115280819
32,9573,KELL SPRING,12/21/09,0.115577908
33,9573,KELL SPRING,12/22/09,0.120002996
34,9573,KELL SPRING,12/23/09,0.118114284
35,9573,KELL SPRING,12/24/09,0.123458578
36,9573,KELL SPRING,12/25/09,0.126166466
37,9573,KELL SPRING,12/26/09,0.129318712
38,9573,KELL SPRING,12/27/09,0.134131418
39,9573,KELL SPRING,12/28/09,0.136289254
40,9573,KELL SPRING,12/29/09,0.125044776
41,9573,KELL SPRING,12/30/09,0.118259889
42,9573,KELL SPRING,12/31/09,0.119018562
43,9573,KELL SPRING,1/2/10,0.115326635
44,9573,KELL SPRING,1/3/10,0.117549959
45,9573,KELL SPRING,1/4/10,0.117751681
46,9573,KELL SPRING,1/5/10,0.117555352
