,Station ID,Station Name,Date,Flow
0,9574,PIVOT PUMP FROM FOOTE RESERVOIR,10/28/09,0.0
1,9574,PIVOT PUMP FROM FOOTE RESERVOIR,10/29/09,0.0
2,9574,PIVOT PUMP FROM FOOTE RESERVOIR,10/30/09,0.0
3,9574,PIVOT PUMP FROM FOOTE RESERVOIR,10/31/09,0.0
4,9574,PIVOT PUMP FROM FOOTE RESERVOIR,11/1/09,0.0
5,9574,PIVOT PUMP FROM FOOTE RESERVOIR,11/17/09,0.0
6,9574,PIVOT PUMP FROM FOOTE RESERVOIR,11/18/09,0.0
7,9574,PIVOT PUMP FROM FOOTE RESERVOIR,11/19/09,0.0
8,9574,PIVOT PUMP FROM FOOTE RESERVOIR,11/20/09,0.0
9,9574,PIVOT PUMP FROM FOOTE RESERVOIR,11/21/09,0.0
10,9574,PIVOT PUMP FROM FOOTE RESERVOIR,11/22/09,0.0
11,9574,PIVOT PUMP FROM FOOTE RESERVOIR,11/23/09,0.0
12,9574,PIVOT PUMP FROM FOOTE RESERVOIR,11/24/09,0.0
13,9574,PIVOT PUMP FROM FOOTE RESERVOIR,11/25/09,0.0
14,9574,PIVOT PUMP FROM FOOTE RESERVOIR,11/26/09,0.0
15,9574,PIVOT PUMP FROM FOOTE RESERVOIR,11/27/09,0.0
16,9574,PIVOT PUMP FROM FOOTE RESERVOIR,11/28/09,0.0
17,9574,PIVOT PUMP FROM FOOTE RESERVOIR,11/29/09,0.0
18,9574,PIVOT PUMP FROM FOOTE RESERVOIR,11/30/09,0.0
19,9574,PIVOT PUMP FROM FOOTE RESERVOIR,12/1/09,0.0
20,9574,PIVOT PUMP FROM FOOTE RESERVOIR,12/15/09,0.0
21,9574,PIVOT PUMP FROM FOOTE RESERVOIR,12/16/09,0.0
22,9574,PIVOT PUMP FROM FOOTE RESERVOIR,12/17/09,0.0
23,9574,PIVOT PUMP FROM FOOTE RESERVOIR,12/18/09,0.0
24,9574,PIVOT PUMP FROM FOOTE RESERVOIR,12/21/09,0.0
25,9574,PIVOT PUMP FROM FOOTE RESERVOIR,12/22/09,0.0
26,9574,PIVOT PUMP FROM FOOTE RESERVOIR,12/23/09,0.0
27,9574,PIVOT PUMP FROM FOOTE RESERVOIR,12/24/09,0.0
28,9574,PIVOT PUMP FROM FOOTE RESERVOIR,12/25/09,0.0
29,9574,PIVOT PUMP FROM FOOTE RESERVOIR,12/26/09,0.0
30,9574,PIVOT PUMP FROM FOOTE RESERVOIR,12/27/09,0.0
31,9574,PIVOT PUMP FROM FOOTE RESERVOIR,12/28/09,0.0
32,9574,PIVOT PUMP FROM FOOTE RESERVOIR,12/29/09,0.0
33,9574,PIVOT PUMP FROM FOOTE RESERVOIR,12/30/09,0.0
34,9574,PIVOT PUMP FROM FOOTE RESERVOIR,12/31/09,0.0
35,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/2/10,0.0
36,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/3/10,0.0
37,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/4/10,0.0
38,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/5/10,0.0
39,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/6/10,0.0
40,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/7/10,0.0
41,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/8/10,0.0
42,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/9/10,0.0
43,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/10/10,0.0
44,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/11/10,0.0
45,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/12/10,0.0
46,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/13/10,0.0
47,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/14/10,0.0
48,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/15/10,0.0
49,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/16/10,0.0
50,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/17/10,0.0
51,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/18/10,0.0
52,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/19/10,0.0
53,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/20/10,0.0
54,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/21/10,0.0
55,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/22/10,0.0
56,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/23/10,0.0
57,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/24/10,0.0
58,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/25/10,0.0
59,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/26/10,0.0
60,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/27/10,0.0
61,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/28/10,0.0
62,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/29/10,0.0
63,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/30/10,0.0
64,9574,PIVOT PUMP FROM FOOTE RESERVOIR,1/31/10,0.0
65,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/1/10,0.0
66,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/2/10,0.0
67,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/3/10,0.0
68,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/4/10,0.0
69,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/5/10,0.0
70,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/6/10,0.0
71,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/7/10,0.0
72,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/8/10,0.0
73,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/9/10,0.0
74,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/10/10,0.0
75,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/11/10,0.0
76,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/12/10,0.0
77,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/13/10,0.0
78,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/14/10,0.0
79,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/15/10,0.0
80,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/16/10,0.0
81,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/17/10,0.0
82,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/18/10,0.0
83,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/19/10,0.0
84,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/20/10,0.0
85,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/21/10,0.0
86,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/22/10,0.0
87,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/23/10,0.0
88,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/24/10,0.0
89,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/25/10,0.0
90,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/26/10,0.0
91,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/27/10,0.0
92,9574,PIVOT PUMP FROM FOOTE RESERVOIR,2/28/10,0.0
93,9574,PIVOT PUMP FROM FOOTE RESERVOIR,3/1/10,0.0
94,9574,PIVOT PUMP FROM FOOTE RESERVOIR,3/2/10,0.0
95,9574,PIVOT PUMP FROM FOOTE RESERVOIR,3/3/10,0.0
96,9574,PIVOT PUMP FROM FOOTE RESERVOIR,3/4/10,0.0
97,9574,PIVOT PUMP FROM FOOTE RESERVOIR,3/5/10,0.0
98,9574,PIVOT PUMP FROM FOOTE RESERVOIR,3/6/10,0.0
99,9574,PIVOT PUMP FROM FOOTE RESERVOIR,3/7/10,0.0
100,9574,PIVOT PUMP FROM FOOTE RESERVOIR,3/8/10,0.0
101,9574,PIVOT PUMP FROM FOOTE RESERVOIR,3/9/10,0.0
102,9574,PIVOT PUMP FROM FOOTE RESERVOIR,3/10/10,0.0
103,9574,PIVOT PUMP FROM FOOTE RESERVOIR,3/11/10,0.0
104,9574,PIVOT PUMP FROM FOOTE RESERVOIR,3/12/10,0.0
105,9574,PIVOT PUMP FROM FOOTE RESERVOIR,3/13/10,0.0
106,9574,PIVOT PUMP FROM FOOTE RESERVOIR,3/14/10,0.0
107,9574,PIVOT PUMP FROM FOOTE RESERVOIR,3/15/10,0.0
108,9574,PIVOT PUMP FROM FOOTE RESERVOIR,3/16/10,0.0
109,9574,PIVOT PUMP FROM FOOTE RESERVOIR,3/17/10,0.0
110,9574,PIVOT PUMP FROM FOOTE RESERVOIR,3/18/10,0.0
111,9574,PIVOT PUMP FROM FOOTE RESERVOIR,3/19/10,0.0
112,9574,PIVOT PUMP FROM FOOTE RESERVOIR,3/30/10,3.061083984
113,9574,PIVOT PUMP FROM FOOTE RESERVOIR,3/31/10,3.0890625
114,9574,PIVOT PUMP FROM FOOTE RESERVOIR,4/1/10,3.0890625
115,9574,PIVOT PUMP FROM FOOTE RESERVOIR,4/2/10,3.0890625
116,9574,PIVOT PUMP FROM FOOTE RESERVOIR,4/3/10,3.0890625
117,9574,PIVOT PUMP FROM FOOTE RESERVOIR,4/4/10,3.0890625
118,9574,PIVOT PUMP FROM FOOTE RESERVOIR,4/5/10,3.0890625
119,9574,PIVOT PUMP FROM FOOTE RESERVOIR,4/6/10,3.0890625
120,9574,PIVOT PUMP FROM FOOTE RESERVOIR,4/7/10,3.0890625
121,9574,PIVOT PUMP FROM FOOTE RESERVOIR,4/8/10,3.0890625
122,9574,PIVOT PUMP FROM FOOTE RESERVOIR,4/9/10,3.0890625
123,9574,PIVOT PUMP FROM FOOTE RESERVOIR,4/10/10,3.0890625
124,9574,PIVOT PUMP FROM FOOTE RESERVOIR,4/11/10,3.0890625
