Station ID,Station Name,Date,Flow
9599,TWIN SPRINGS (NORTH),12/22/09,1.295081847
9599,TWIN SPRINGS (NORTH),12/23/09,1.295081847
9599,TWIN SPRINGS (NORTH),12/24/09,1.295081847
9599,TWIN SPRINGS (NORTH),12/25/09,1.295081847
9599,TWIN SPRINGS (NORTH),12/26/09,1.295081847
9599,TWIN SPRINGS (NORTH),12/27/09,1.295081847
9599,TWIN SPRINGS (NORTH),12/28/09,1.295081847
9599,TWIN SPRINGS (NORTH),12/29/09,1.295081847
9599,TWIN SPRINGS (NORTH),12/30/09,1.295081847
9599,TWIN SPRINGS (NORTH),1/2/10,1.337275518
9599,TWIN SPRINGS (NORTH),1/3/10,1.295081847
9599,TWIN SPRINGS (NORTH),1/4/10,1.33063345
9599,TWIN SPRINGS (NORTH),1/5/10,1.337275518
9599,TWIN SPRINGS (NORTH),1/6/10,1.295081847
9599,TWIN SPRINGS (NORTH),1/7/10,1.295081847
9599,TWIN SPRINGS (NORTH),1/8/10,1.337275518
9599,TWIN SPRINGS (NORTH),1/9/10,1.337275518
9599,TWIN SPRINGS (NORTH),1/11/10,1.295081847
9599,TWIN SPRINGS (NORTH),1/12/10,1.295081847
9599,TWIN SPRINGS (NORTH),1/13/10,1.304579626
9599,TWIN SPRINGS (NORTH),1/14/10,1.337275518
9599,TWIN SPRINGS (NORTH),1/17/10,1.337275518
9599,TWIN SPRINGS (NORTH),1/18/10,1.337533148
9599,TWIN SPRINGS (NORTH),1/19/10,1.358629983
9599,TWIN SPRINGS (NORTH),1/20/10,1.331962296
9599,TWIN SPRINGS (NORTH),1/22/10,1.315302223
9599,TWIN SPRINGS (NORTH),1/25/10,1.337275518
9599,TWIN SPRINGS (NORTH),1/26/10,1.338235458
9599,TWIN SPRINGS (NORTH),1/27/10,1.305935839
9599,TWIN SPRINGS (NORTH),1/28/10,1.295081847
9599,TWIN SPRINGS (NORTH),2/1/10,1.316178683
9599,TWIN SPRINGS (NORTH),2/2/10,1.337275518
9599,TWIN SPRINGS (NORTH),2/3/10,1.316178683
9599,TWIN SPRINGS (NORTH),2/5/10,1.295081847
9599,TWIN SPRINGS (NORTH),2/6/10,1.295081847
9599,TWIN SPRINGS (NORTH),2/7/10,1.314340076
9599,TWIN SPRINGS (NORTH),2/8/10,1.37181049
9599,TWIN SPRINGS (NORTH),2/9/10,1.379984448
9599,TWIN SPRINGS (NORTH),2/10/10,1.379984448
9599,TWIN SPRINGS (NORTH),2/11/10,1.379984448
9599,TWIN SPRINGS (NORTH),2/12/10,1.379327677
9599,TWIN SPRINGS (NORTH),2/13/10,1.379144099
9599,TWIN SPRINGS (NORTH),2/14/10,1.377968604
9599,TWIN SPRINGS (NORTH),2/15/10,1.378794503
9599,TWIN SPRINGS (NORTH),2/16/10,1.37929975
9599,TWIN SPRINGS (NORTH),2/17/10,1.379984448
9599,TWIN SPRINGS (NORTH),2/18/10,1.379984448
9599,TWIN SPRINGS (NORTH),2/19/10,1.379040563
9599,TWIN SPRINGS (NORTH),2/20/10,1.377820882
9599,TWIN SPRINGS (NORTH),2/21/10,1.370929074
9599,TWIN SPRINGS (NORTH),2/22/10,1.358629983
9599,TWIN SPRINGS (NORTH),2/23/10,1.358629983
9599,TWIN SPRINGS (NORTH),2/24/10,1.357425913
9599,TWIN SPRINGS (NORTH),2/25/10,1.357735569
9599,TWIN SPRINGS (NORTH),2/26/10,1.358629983
9599,TWIN SPRINGS (NORTH),2/27/10,1.357505635
9599,TWIN SPRINGS (NORTH),2/28/10,1.358207219
9599,TWIN SPRINGS (NORTH),3/1/10,1.357496782
9599,TWIN SPRINGS (NORTH),3/2/10,1.357313501
9599,TWIN SPRINGS (NORTH),3/3/10,1.358254089
9599,TWIN SPRINGS (NORTH),3/4/10,1.359283231
9599,TWIN SPRINGS (NORTH),3/5/10,1.357187724
9599,TWIN SPRINGS (NORTH),3/6/10,1.358430425
9599,TWIN SPRINGS (NORTH),3/7/10,1.361023361
9599,TWIN SPRINGS (NORTH),3/8/10,1.379541324
9599,TWIN SPRINGS (NORTH),3/9/10,1.37950847
9599,TWIN SPRINGS (NORTH),3/10/10,1.379984448
9599,TWIN SPRINGS (NORTH),3/11/10,1.372263727
9599,TWIN SPRINGS (NORTH),3/12/10,1.358137014
9599,TWIN SPRINGS (NORTH),3/13/10,1.358629983
9599,TWIN SPRINGS (NORTH),3/14/10,1.358629983
9599,TWIN SPRINGS (NORTH),3/15/10,1.358629983
9599,TWIN SPRINGS (NORTH),3/16/10,1.357740576
9599,TWIN SPRINGS (NORTH),3/17/10,1.35822947
9599,TWIN SPRINGS (NORTH),3/18/10,1.358629983
9599,TWIN SPRINGS (NORTH),3/19/10,1.358228908
9599,TWIN SPRINGS (NORTH),3/20/10,1.362727408
9599,TWIN SPRINGS (NORTH),3/21/10,1.379984448
9599,TWIN SPRINGS (NORTH),3/22/10,1.379984448
9599,TWIN SPRINGS (NORTH),3/23/10,1.379448597
9599,TWIN SPRINGS (NORTH),3/24/10,1.379449722
9599,TWIN SPRINGS (NORTH),3/25/10,1.379984448
9599,TWIN SPRINGS (NORTH),3/26/10,1.379984448
9599,TWIN SPRINGS (NORTH),3/29/10,1.379984448
9599,TWIN SPRINGS (NORTH),3/30/10,1.379984448
9599,TWIN SPRINGS (NORTH),3/31/10,1.36391778
9599,TWIN SPRINGS (NORTH),4/1/10,1.358629983
9599,TWIN SPRINGS (NORTH),4/2/10,1.357788579
9599,TWIN SPRINGS (NORTH),4/3/10,1.358251455
9599,TWIN SPRINGS (NORTH),4/4/10,1.373434938
9599,TWIN SPRINGS (NORTH),4/5/10,1.40087129
9599,TWIN SPRINGS (NORTH),4/6/10,1.38632534
9599,TWIN SPRINGS (NORTH),4/7/10,1.361629206
9599,TWIN SPRINGS (NORTH),4/8/10,1.379984448
9599,TWIN SPRINGS (NORTH),4/9/10,1.358712116
9599,TWIN SPRINGS (NORTH),4/10/10,1.378404843
9599,TWIN SPRINGS (NORTH),4/11/10,1.379984448
9599,TWIN SPRINGS (NORTH),4/12/10,1.380883134
9599,TWIN SPRINGS (NORTH),4/13/10,1.401594644
9599,TWIN SPRINGS (NORTH),4/14/10,1.401594644
9599,TWIN SPRINGS (NORTH),4/15/10,1.406622753
9599,TWIN SPRINGS (NORTH),4/16/10,1.445068915
9599,TWIN SPRINGS (NORTH),4/17/10,1.444174255
9599,TWIN SPRINGS (NORTH),4/18/10,1.445068915
9599,TWIN SPRINGS (NORTH),4/19/10,1.445068915
9599,TWIN SPRINGS (NORTH),4/20/10,1.44381204
9599,TWIN SPRINGS (NORTH),4/21/10,1.445068915
9599,TWIN SPRINGS (NORTH),4/22/10,1.445068915
9599,TWIN SPRINGS (NORTH),4/23/10,1.445068915
9599,TWIN SPRINGS (NORTH),4/24/10,1.445068915
9599,TWIN SPRINGS (NORTH),4/25/10,1.444225699
9599,TWIN SPRINGS (NORTH),4/26/10,1.445068915
9599,TWIN SPRINGS (NORTH),4/27/10,1.44417987
9599,TWIN SPRINGS (NORTH),4/28/10,1.443812917
9599,TWIN SPRINGS (NORTH),4/29/10,1.445068915
9599,TWIN SPRINGS (NORTH),4/30/10,1.443073289
9599,TWIN SPRINGS (NORTH),5/1/10,1.445068915
9599,TWIN SPRINGS (NORTH),5/2/10,1.445068915
9599,TWIN SPRINGS (NORTH),5/3/10,1.445068915
9599,TWIN SPRINGS (NORTH),5/4/10,1.450012883
9599,TWIN SPRINGS (NORTH),5/5/10,1.466932991
9599,TWIN SPRINGS (NORTH),5/6/10,1.465912925
9599,TWIN SPRINGS (NORTH),5/7/10,1.466932991
9599,TWIN SPRINGS (NORTH),5/8/10,1.466932991
9599,TWIN SPRINGS (NORTH),5/9/10,1.466932991
9599,TWIN SPRINGS (NORTH),5/10/10,1.466030411
9599,TWIN SPRINGS (NORTH),5/11/10,1.466932991
9599,TWIN SPRINGS (NORTH),5/12/10,1.466932991
9599,TWIN SPRINGS (NORTH),5/13/10,1.465973599
9599,TWIN SPRINGS (NORTH),5/14/10,1.465734587
9599,TWIN SPRINGS (NORTH),5/15/10,1.466932991
9599,TWIN SPRINGS (NORTH),5/16/10,1.465976935
9599,TWIN SPRINGS (NORTH),5/17/10,1.466932991
9599,TWIN SPRINGS (NORTH),5/18/10,1.465006139
9599,TWIN SPRINGS (NORTH),5/19/10,1.466932991
9599,TWIN SPRINGS (NORTH),5/20/10,1.466932991
9599,TWIN SPRINGS (NORTH),5/21/10,1.465972258
9599,TWIN SPRINGS (NORTH),5/22/10,1.466932991
9599,TWIN SPRINGS (NORTH),5/23/10,1.466030411
9599,TWIN SPRINGS (NORTH),5/24/10,1.466932991
9599,TWIN SPRINGS (NORTH),5/25/10,1.466932991
9599,TWIN SPRINGS (NORTH),5/26/10,1.463196725
9599,TWIN SPRINGS (NORTH),5/27/10,1.43222729
9599,TWIN SPRINGS (NORTH),5/28/10,1.412904934
9599,TWIN SPRINGS (NORTH),5/29/10,1.404794865
9599,TWIN SPRINGS (NORTH),5/30/10,1.401594644
9599,TWIN SPRINGS (NORTH),5/31/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/1/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/2/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/3/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/4/10,1.400923814
9599,TWIN SPRINGS (NORTH),6/5/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/6/10,1.406977074
9599,TWIN SPRINGS (NORTH),6/7/10,1.437500222
9599,TWIN SPRINGS (NORTH),6/8/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/9/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/10/10,1.40092522
9599,TWIN SPRINGS (NORTH),6/11/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/12/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/13/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/14/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/15/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/16/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/17/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/18/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/19/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/20/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/21/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/22/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/23/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/24/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/25/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/26/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/27/10,1.400926153
9599,TWIN SPRINGS (NORTH),6/28/10,1.401594644
9599,TWIN SPRINGS (NORTH),6/29/10,1.400998768
9599,TWIN SPRINGS (NORTH),6/30/10,1.401594644
9599,TWIN SPRINGS (NORTH),7/1/10,1.401594644
9599,TWIN SPRINGS (NORTH),7/2/10,1.401594644
9599,TWIN SPRINGS (NORTH),7/3/10,1.401594644
9599,TWIN SPRINGS (NORTH),7/4/10,1.401594644
9599,TWIN SPRINGS (NORTH),7/5/10,1.401594644
9599,TWIN SPRINGS (NORTH),7/6/10,1.417189656
9599,TWIN SPRINGS (NORTH),7/7/10,1.392660219
9599,TWIN SPRINGS (NORTH),7/8/10,1.382546952
9599,TWIN SPRINGS (NORTH),7/9/10,1.380767535
9599,TWIN SPRINGS (NORTH),7/10/10,1.386081179
9599,TWIN SPRINGS (NORTH),7/11/10,1.384797628
9599,TWIN SPRINGS (NORTH),7/12/10,1.380922706
9599,TWIN SPRINGS (NORTH),7/13/10,1.379984448
9599,TWIN SPRINGS (NORTH),7/14/10,1.379538945
9599,TWIN SPRINGS (NORTH),7/15/10,1.372973765
9599,TWIN SPRINGS (NORTH),7/16/10,1.375114915
9599,TWIN SPRINGS (NORTH),7/17/10,1.365049744
9599,TWIN SPRINGS (NORTH),7/18/10,1.360598678
9599,TWIN SPRINGS (NORTH),7/19/10,1.358629983
9599,TWIN SPRINGS (NORTH),7/20/10,1.358629983
9599,TWIN SPRINGS (NORTH),7/21/10,1.357653003
9599,TWIN SPRINGS (NORTH),7/22/10,1.358187447
9599,TWIN SPRINGS (NORTH),7/23/10,1.358629983
9599,TWIN SPRINGS (NORTH),7/24/10,1.357112682
9599,TWIN SPRINGS (NORTH),7/25/10,1.358099679
9599,TWIN SPRINGS (NORTH),7/26/10,1.358629983
9599,TWIN SPRINGS (NORTH),7/27/10,1.357700658
9599,TWIN SPRINGS (NORTH),7/28/10,1.357674539
9599,TWIN SPRINGS (NORTH),7/29/10,1.353631658
9599,TWIN SPRINGS (NORTH),7/30/10,1.357966641
9599,TWIN SPRINGS (NORTH),8/2/10,1.357629225
9599,TWIN SPRINGS (NORTH),8/3/10,1.361055393
9599,TWIN SPRINGS (NORTH),8/4/10,1.379984448
9599,TWIN SPRINGS (NORTH),8/5/10,1.388134799
9599,TWIN SPRINGS (NORTH),8/6/10,1.409406917
9599,TWIN SPRINGS (NORTH),8/7/10,1.421329968
9599,TWIN SPRINGS (NORTH),8/8/10,1.404983141
9599,TWIN SPRINGS (NORTH),8/9/10,1.417075751
9599,TWIN SPRINGS (NORTH),8/10/10,1.416255868
9599,TWIN SPRINGS (NORTH),8/11/10,1.421410246
9599,TWIN SPRINGS (NORTH),8/12/10,1.421181844
9599,TWIN SPRINGS (NORTH),8/13/10,1.42226539
9599,TWIN SPRINGS (NORTH),8/14/10,1.424364202
9599,TWIN SPRINGS (NORTH),8/15/10,1.434056827
9599,TWIN SPRINGS (NORTH),8/16/10,1.439397135
9599,TWIN SPRINGS (NORTH),8/17/10,1.44369075
9599,TWIN SPRINGS (NORTH),8/18/10,1.442835065
9599,TWIN SPRINGS (NORTH),8/19/10,1.437397343
9599,TWIN SPRINGS (NORTH),8/20/10,1.448268021
9599,TWIN SPRINGS (NORTH),8/21/10,1.458139996
9599,TWIN SPRINGS (NORTH),8/22/10,1.444240631
9599,TWIN SPRINGS (NORTH),8/23/10,1.445414137
9599,TWIN SPRINGS (NORTH),8/24/10,1.446096189
9599,TWIN SPRINGS (NORTH),8/25/10,1.450040809
9599,TWIN SPRINGS (NORTH),8/27/10,1.465606421
9599,TWIN SPRINGS (NORTH),8/28/10,1.47151357
9599,TWIN SPRINGS (NORTH),8/29/10,1.46929649
9599,TWIN SPRINGS (NORTH),8/30/10,1.473597475
9599,TWIN SPRINGS (NORTH),8/31/10,1.482799267
9599,TWIN SPRINGS (NORTH),9/1/10,1.495878678
9599,TWIN SPRINGS (NORTH),9/2/10,1.502976431
9599,TWIN SPRINGS (NORTH),9/3/10,1.510980359
9599,TWIN SPRINGS (NORTH),9/4/10,1.511417671
9599,TWIN SPRINGS (NORTH),9/5/10,1.51589811
9599,TWIN SPRINGS (NORTH),9/6/10,1.520821074
9599,TWIN SPRINGS (NORTH),9/7/10,1.52875272
9599,TWIN SPRINGS (NORTH),9/8/10,1.53353178
9599,TWIN SPRINGS (NORTH),9/9/10,1.522641638
9599,TWIN SPRINGS (NORTH),9/10/10,1.513456885
9599,TWIN SPRINGS (NORTH),9/11/10,1.514236002
9599,TWIN SPRINGS (NORTH),9/12/10,1.507907382
9599,TWIN SPRINGS (NORTH),9/13/10,1.488143128
9599,TWIN SPRINGS (NORTH),9/14/10,1.45863388
9599,TWIN SPRINGS (NORTH),9/15/10,1.463343297
9599,TWIN SPRINGS (NORTH),9/16/10,1.451068122
9599,TWIN SPRINGS (NORTH),9/17/10,1.447683697
9599,TWIN SPRINGS (NORTH),9/18/10,1.445068915
9599,TWIN SPRINGS (NORTH),9/19/10,1.443805866
9599,TWIN SPRINGS (NORTH),9/20/10,1.43951833
9599,TWIN SPRINGS (NORTH),9/21/10,1.443526355
9599,TWIN SPRINGS (NORTH),9/22/10,1.445068915
9599,TWIN SPRINGS (NORTH),9/23/10,1.445068915
9599,TWIN SPRINGS (NORTH),9/24/10,1.445068915
9599,TWIN SPRINGS (NORTH),9/25/10,1.445068915
9599,TWIN SPRINGS (NORTH),9/26/10,1.445068915
9599,TWIN SPRINGS (NORTH),9/27/10,1.435882328
9599,TWIN SPRINGS (NORTH),9/28/10,1.444495556
9599,TWIN SPRINGS (NORTH),9/29/10,1.444961813
9599,TWIN SPRINGS (NORTH),9/30/10,1.440402244
9599,TWIN SPRINGS (NORTH),10/1/10,1.423204839
9599,TWIN SPRINGS (NORTH),10/2/10,1.423684114
9599,TWIN SPRINGS (NORTH),10/3/10,1.422576812
9599,TWIN SPRINGS (NORTH),10/4/10,1.419628239
9599,TWIN SPRINGS (NORTH),10/5/10,1.406306698
9599,TWIN SPRINGS (NORTH),10/6/10,1.400930179
9599,TWIN SPRINGS (NORTH),10/7/10,1.402899097
9599,TWIN SPRINGS (NORTH),10/8/10,1.4006672
9599,TWIN SPRINGS (NORTH),10/9/10,1.402861396
9599,TWIN SPRINGS (NORTH),10/10/10,1.402236456
9599,TWIN SPRINGS (NORTH),10/11/10,1.400298941
9599,TWIN SPRINGS (NORTH),10/12/10,1.381474024
9599,TWIN SPRINGS (NORTH),10/13/10,1.385252009
9599,TWIN SPRINGS (NORTH),10/14/10,1.400850242
9599,TWIN SPRINGS (NORTH),10/15/10,1.401594644
9599,TWIN SPRINGS (NORTH),10/16/10,1.399426068
9599,TWIN SPRINGS (NORTH),10/17/10,1.395920458
9599,TWIN SPRINGS (NORTH),10/18/10,1.401401121
9599,TWIN SPRINGS (NORTH),10/19/10,1.411821459
9599,TWIN SPRINGS (NORTH),10/20/10,1.423204839
9599,TWIN SPRINGS (NORTH),10/21/10,1.423206081
9599,TWIN SPRINGS (NORTH),10/22/10,1.422269202
9599,TWIN SPRINGS (NORTH),10/23/10,1.423204839
9599,TWIN SPRINGS (NORTH),10/24/10,1.421760631
9599,TWIN SPRINGS (NORTH),10/25/10,1.410402983
9599,TWIN SPRINGS (NORTH),10/26/10,1.407482857
9599,TWIN SPRINGS (NORTH),10/27/10,1.404604041
9599,TWIN SPRINGS (NORTH),10/28/10,1.422993714
9599,TWIN SPRINGS (NORTH),10/29/10,1.423672741
9599,TWIN SPRINGS (NORTH),10/30/10,1.425028128
9599,TWIN SPRINGS (NORTH),10/31/10,1.423762129
9599,TWIN SPRINGS (NORTH),11/1/10,1.423326985
9599,TWIN SPRINGS (NORTH),11/2/10,1.424166052
9599,TWIN SPRINGS (NORTH),11/3/10,1.423311642
9599,TWIN SPRINGS (NORTH),11/4/10,1.423418743
9599,TWIN SPRINGS (NORTH),11/5/10,1.432826556
9599,TWIN SPRINGS (NORTH),11/6/10,1.429037808
9599,TWIN SPRINGS (NORTH),11/7/10,1.433800507
9599,TWIN SPRINGS (NORTH),11/8/10,1.445728379
9599,TWIN SPRINGS (NORTH),11/9/10,1.446899822
9599,TWIN SPRINGS (NORTH),11/10/10,1.445537803
9599,TWIN SPRINGS (NORTH),11/11/10,1.445750634
9599,TWIN SPRINGS (NORTH),11/12/10,1.445055962
9599,TWIN SPRINGS (NORTH),11/13/10,1.452616681
